customer_id,customer_name,email,age,region,signup_date,segment
CUST00087,Phillip Obrien,kimberlyjames@example.com,24,Central,2023-11-09,Business
CUST00088,Jessica Carroll,lynchjody@example.org,45,Central,2025-02-21,VIP
CUST00089,Brad Allen,moorericky@example.net,30,East,2025-01-06,Consumer
CUST00090,David Mann,ojones@example.com,,Central,2025-10-11,Consumer
CUST00091,Mary Peck,owilson@example.net,,East,2023-04-11,VIP
CUST00092,Charles Brown,brooke94@example.com,64,East,2023-03-06,VIP
CUST00093,Melissa Bender,mkim@example.org,43,East,2026-03-05,VIP
CUST00094,Lindsey Johnson,suzannehuff@example.net,42,South,2024-12-28,VIP
CUST00095,Phillip Underwood,hinesgregory@example.net,71,North,2025-03-30,Consumer
CUST00096,Catherine Richards,ecosta@example.com,55,Central,2024-04-16,Consumer
CUST00097,Brian Martin,ssteele@example.net,31,Central,2026-05-24,Business
CUST00098,Krista Gibson,johnny16@example.net,65,South,2025-12-03,Consumer
CUST00099,Sean Murray,lopezmichael@example.com,57,East,2025-02-20,Consumer
CUST00100,Christina Dunn,samuel71@example.org,61,East,2026-07-03,Consumer
CUST00101,Cynthia Moore,tranchristopher@example.org,20,South,2024-07-01,Business
CUST00102,Ronnie Jimenez,william46@example.com,47,West,2026-07-13,VIP
CUST00103,Juan Reyes,michellehill@example.com,49,West,2024-01-09,Consumer
CUST00104,Debra Smith,mary97@example.org,75,North,2024-06-10,Business
CUST00105,Mr. Phillip Bennett,molly39@example.com,62,Central,2023-08-10,Business
CUST00106,Amanda Garner,,72,North,2025-06-15,Business
CUST00107,Jasmin Alvarado,tylerjohnson@example.net,51,Central,2026-06-22,VIP
CUST00108,Brian Kirk,foxstephen@example.net,46,Central,2023-04-04,VIP
CUST00109,Tracy Jones,matthew61@example.com,46,South,2026-01-11,Business
CUST00110,Jamie Stewart,cbrennan@example.net,71,East,2022-12-16,VIP
CUST00111,Tammie Bright,hamiltoncorey@example.net,46,North,2025-06-13,Consumer
CUST00112,Christopher Evans,williamslaura@example.com,75,Central,2024-02-04,Consumer
CUST00113,David Jenkins,georgemiller@example.com,62,South,2025-02-12,Consumer
CUST00114,Thomas Thomas,dlittle@example.com,52,West,2025-04-21,Business
CUST00115,Julie Roberts,charleslandry@example.net,42,Central,2023-11-12,Consumer
CUST00116,Melissa Bryant,james67@example.org,42,West,2023-08-15,Consumer
CUST00117,Laura Haney,andrew64@example.org,42,West,2024-11-27,VIP
CUST00118,Natasha Williams,swall@example.org,56,South,2025-01-25,Business
CUST00119,Mark Oliver,courtneyberger@example.net,19,West,2022-11-05,Consumer
CUST00120,Amanda Diaz,christopherphillips@example.net,64,South,2024-04-26,Business
CUST00121,Richard Walter,alyssa42@example.com,52,North,2026-04-10,Business
CUST00122,Tracy Phillips,linda71@example.org,23,West,2025-08-24,Consumer
CUST00123,Michael Craig,zcoffey@example.net,34,West,2024-02-15,Consumer
CUST00124,Alexis Herrera,vrichardson@example.net,66,West,2023-09-20,Consumer
CUST00125,Mark Watson,thomasharvey@example.net,34,North,2023-12-23,Business
CUST00126,Maria Reid,,40,South,2024-07-05,Consumer
CUST00127,Marie Wilson,shahkevin@example.com,66,North,2023-02-23,Consumer
CUST00128,Joshua Price,ellen86@example.net,,South,2025-08-07,Consumer
CUST00129,Jason Garcia,rgilbert@example.org,54,South,2025-05-24,Business
CUST00130,Jeremy Young,cory58@example.net,28,Central,2024-02-05,VIP
CUST00131,Colton Martinez,ndavis@example.net,67,South,2025-03-13,Consumer
CUST00132,Amber Cook,kristinharris@example.net,,East,2023-07-03,VIP
CUST00133,Sergio Murphy,kristinacarlson@example.com,43,South,2026-01-20,Consumer
CUST00134,Carlos King,danieldelacruz@example.org,33,North,2022-10-01,Consumer
CUST00135,Cynthia Morris,josephmartinez@example.com,25,Central,2024-10-01,Consumer
CUST00136,Karen Strickland,hayesjeffrey@example.net,41,North,2022-11-11,VIP
CUST00137,Sharon Boyd,bschneider@example.org,,West,2026-08-08,Business
CUST00138,Jessica Rodriguez,fjones@example.com,58,West,2025-01-27,Consumer
CUST00139,Donald Schultz,oscar98@example.com,59,East,2024-06-20,VIP
CUST00140,Annette Miles,russellbeasley@example.com,48,West,2024-01-08,Business
CUST00141,Jason Davis,qedwards@example.com,38,South,2026-06-05,Consumer
CUST00142,Kara Davis,daviscolin@example.net,66,West,2024-02-25,VIP
CUST00143,Anthony Frye,elizabeth65@example.net,19,West,2026-05-18,Consumer
CUST00144,Thomas Williams,caroline51@example.net,69,East,2024-09-05,Consumer
CUST00145,John Boone,megan51@example.com,74,East,2024-12-09,VIP
CUST00146,Sarah Villegas,,23,South,2025-11-24,Business
CUST00147,Maria Johnson,anthony44@example.com,62,West,2024-01-25,Business
CUST00148,Charles Sandoval,thomascynthia@example.org,,East,2023-01-19,Consumer
CUST00149,Jamie Chavez,mitchellgriffith@example.net,60,Central,2025-01-10,Consumer
CUST00150,Brittney Webster,craigjoseph@example.net,45,Central,2024-05-08,Consumer
CUST00151,Jennifer Lewis,reeddaniel@example.net,37,East,2025-05-07,Consumer
CUST00152,Mr. Andrew Foster,smithkevin@example.org,25,Central,2025-09-12,Consumer
CUST00153,Donna Wilson,lburgess@example.org,35,Central,2024-03-07,VIP
CUST00154,Kathryn Whitaker,charles06@example.org,71,South,2024-06-28,Consumer
CUST00155,Erik Patterson,amckinney@example.com,18,Central,2023-02-21,Consumer
CUST00156,Frederick Solis,xcollier@example.org,53,East,2024-05-26,Consumer
CUST00157,Jeffrey Morales,fosterkyle@example.com,24,North,2023-07-24,VIP
CUST00158,Angela Schultz,rebeccabailey@example.net,39,South,2026-06-12,Consumer
CUST00159,Brittany Garcia,james92@example.net,25,North,2022-12-26,Business
CUST00160,Lori Marshall,kmaldonado@example.net,61,North,2025-03-07,Consumer
CUST00161,Sharon Burton,scottharrison@example.net,37,North,2023-11-17,Consumer
CUST00162,Anthony Romero,steven00@example.com,56,Central,2025-12-13,VIP
CUST00163,Sean Wyatt,jford@example.net,46,West,2026-03-14,Consumer
CUST00164,Robert Pearson,cassidy82@example.org,37,Central,2024-06-15,VIP
CUST00165,Sara Haas,wagnergerald@example.org,24,South,2025-06-18,Consumer
CUST00166,Kelly Bishop MD,paul59@example.org,33,South,2025-10-13,VIP
CUST00167,Andrea Davis,umitchell@example.net,,West,2026-06-21,VIP
CUST00168,Brittany Miller,sabrinacollins@example.net,,East,2025-06-05,Consumer
CUST00169,Kurt Hurley,angelica52@example.net,61,South,2025-06-11,Consumer
CUST00170,Yolanda Gaines,lucasrodney@example.com,60,South,2022-10-06,Business
CUST00171,Trevor Peterson,ilee@example.org,27,East,2022-12-29,Consumer
CUST00172,Ashley Wise,stanleynancy@example.net,37,Central,2023-03-16,VIP
CUST00173,Christopher Guerra,jenniferwilliams@example.com,47,East,2025-05-04,Business
CUST00174,Jeremy Mitchell,pyoung@example.com,49,West,2026-06-22,Consumer
CUST00175,Stephanie Lee,smurray@example.com,65,East,2024-08-29,VIP
CUST00176,Christopher Gonzalez,moniquewilliams@example.com,61,Central,2026-02-11,VIP
CUST00177,Ashley Singleton,mitchellkathryn@example.com,61,East,2024-06-13,VIP
CUST00178,Sandra Davis,,48,Central,2026-04-04,Business
CUST00179,Stacey Arias,gbrown@example.com,55,West,2023-08-13,Business
CUST00180,Jade Johnson DVM,lacey20@example.com,44,East,2026-04-14,Consumer
CUST00181,Ronald Blake,awest@example.org,39,West,2022-10-07,Business
CUST00182,Chase Bentley,srodriguez@example.org,70,Central,2023-11-14,Consumer
CUST00183,Jason Bauer,fbrown@example.net,38,North,2024-10-16,Business
CUST00184,Laura Higgins,ruben95@example.org,18,Central,2024-12-04,Business
CUST00185,Michael Mills,carlos88@example.net,41,Central,2025-10-09,Business
CUST00186,Alicia Marks,reidtina@example.com,31,East,2025-08-14,VIP
CUST00187,Austin Allen,ingramjill@example.com,74,West,2023-03-19,Consumer
CUST00188,George Day,,69,South,2025-12-11,Consumer
CUST00189,Veronica Mendoza,lisabrown@example.com,,West,2022-11-01,Consumer
CUST00190,Rick Blackwell,sarah86@example.net,25,West,2024-07-18,Consumer
CUST00191,Matthew Mitchell,glennmartin@example.org,63,East,2025-10-27,VIP
CUST00192,James Gonzales,lmorgan@example.com,48,West,2025-05-27,Consumer
CUST00193,Robert Adams,acostachristian@example.net,30,Central,2026-08-03,VIP
CUST00194,Edward Garcia,donna47@example.net,22,East,2025-07-02,Business
CUST00195,Jeremy West,christina64@example.net,35,North,2026-07-13,Consumer
CUST00196,Angela Walsh,william20@example.org,55,West,2026-01-06,Consumer
CUST00197,Jessica Martinez,kimberlydiaz@example.com,39,Central,2026-05-30,VIP
CUST00198,Christian Cole,nathan19@example.org,73,South,2024-10-06,Consumer
CUST00199,Matthew Wright,johnsonjacob@example.net,67,West,2024-03-16,Consumer
CUST00200,Deborah Green,nlewis@example.com,69,West,2025-05-30,Business
CUST00201,Mrs. Brandy Jones MD,zosborn@example.net,59,South,2026-06-25,Business
CUST00202,Miss Michelle Pierce,patricia22@example.com,55,East,2024-09-07,Consumer
CUST00203,Curtis Taylor,jjohnson@example.net,51,West,2024-02-19,Consumer
CUST00204,Kristen Salazar,jonesraymond@example.net,59,South,2025-07-04,Consumer
CUST00205,Patricia Morrow,martinezlogan@example.org,39,Central,2024-06-14,Business
CUST00206,Haley Humphrey,katrinaanderson@example.net,72,Central,2026-04-05,Business
CUST00207,Caleb Hernandez,fernandodonovan@example.org,74,West,2024-01-18,VIP
CUST00208,Stephanie Singleton,,,East,2023-09-03,Consumer
CUST00209,Krista Martinez,christina18@example.net,24,North,2023-05-09,Business
CUST00210,Brittany Hopkins,megan90@example.org,19,North,2023-01-04,Consumer
CUST00211,Patricia Baker,katiebutler@example.net,41,West,2022-10-23,Consumer
CUST00212,Kimberly May,timothy64@example.com,61,South,2022-12-23,Consumer
CUST00213,Jeffrey Washington,matthewthomas@example.net,42,Central,2023-12-10,Consumer
CUST00214,Haley Ross PhD,floressteven@example.com,32,West,2024-06-14,Consumer
CUST00215,Anthony Dougherty,kwright@example.com,75,West,2026-05-08,Consumer
CUST00216,Cheryl Moore,tjimenez@example.com,46,East,2022-10-13,VIP
CUST00217,Kathy Levy,brandywilliams@example.com,62,East,2024-08-18,Business
CUST00218,Martha Ruiz,booneryan@example.com,42,West,2025-07-17,Consumer
CUST00219,Holly Morales,michaelroberts@example.com,54,East,2024-08-31,Consumer
CUST00220,Diana Hays,,43,East,2025-05-10,Consumer
CUST00221,William Long,angela52@example.org,65,North,2025-01-19,VIP
CUST00222,Andrew Williams,linda87@example.org,75,East,2025-01-24,Consumer
CUST00223,Erin Austin,phillipjensen@example.com,58,South,2025-01-06,VIP
CUST00224,Katrina Burns,thomas05@example.com,67,South,2025-05-01,Consumer
CUST00225,Lauren Robles,carlsonjoseph@example.net,37,West,2025-10-04,Consumer
CUST00226,Laura Griffith,ojackson@example.net,23,East,2025-02-12,Consumer
CUST00227,Brittany Becker,armstrongjackie@example.org,26,Central,2022-10-07,Consumer
CUST00228,Christian Vaughn,nshaw@example.com,71,South,2026-02-10,Consumer
CUST00229,Amy Taylor,annbolton@example.com,69,East,2024-09-30,Consumer
CUST00230,Christopher Barr,amy49@example.com,22,South,2023-06-12,Consumer
CUST00231,Justin Walker,kellie37@example.com,43,Central,2024-07-27,Consumer
CUST00232,Taylor Griffith,david86@example.com,34,Central,2025-11-24,Consumer
CUST00233,Regina Roberts,stephanie15@example.com,61,East,2025-04-05,VIP
CUST00234,Cindy Clayton,sarah42@example.org,41,North,2025-02-07,Consumer
CUST00235,Dana Santiago,danawilliams@example.com,53,East,2023-12-26,VIP
CUST00236,Michael Taylor,richarddonovan@example.com,,West,2024-07-24,Consumer
CUST00237,Victor Morris,velezchristopher@example.net,20,North,2023-08-08,Consumer
CUST00238,Sarah Johnson,robertmonroe@example.org,33,Central,2026-08-06,Consumer
CUST00239,Jon Zuniga,nancy04@example.net,65,Central,2025-01-19,Business
CUST00240,Frances Gibson,ismall@example.net,74,West,2024-07-10,Consumer
CUST00241,Brian Martin,twong@example.org,35,North,2022-09-30,Consumer
CUST00242,Edward Craig,gregorychase@example.com,33,East,2025-12-06,Consumer
CUST00243,Angie Caldwell,tinawoods@example.org,75,East,2022-09-19,Consumer
CUST00244,Jeremy Adams,kevin90@example.com,25,West,2025-04-02,Consumer
CUST00245,Amy Wilson,erik84@example.net,56,North,2023-02-25,Consumer
CUST00246,Elizabeth Mendez,susanmendoza@example.com,26,Central,2025-08-15,Consumer
CUST00247,Jennifer Dunn,ztodd@example.net,31,Central,2025-12-04,Consumer
CUST00248,Melanie Larson,foxallison@example.com,67,South,2022-12-30,VIP
CUST00249,Amy Kelley,,27,South,2024-09-02,VIP
CUST00250,Brittany Murphy,nwilson@example.net,60,North,2024-12-22,Consumer
CUST00251,Jordan Stokes,,33,Central,2024-06-19,Consumer
CUST00252,Joyce Brown,,26,West,2024-07-02,VIP
CUST00253,Miranda Foster,reesebeth@example.org,,West,2024-05-08,Consumer
CUST00254,Kimberly Brown,andersenthomas@example.com,50,South,2024-04-17,VIP
CUST00255,Pamela Good,,73,Central,2025-03-22,Consumer
CUST00256,Willie Reyes,rbennett@example.net,21,West,2026-02-12,Business
CUST00257,Scott Wilson,urice@example.org,63,West,2025-12-17,Consumer
CUST00258,Veronica Ford,opatel@example.org,27,North,2024-06-30,Consumer
CUST00259,Colin Golden,johnsondonna@example.net,53,East,2025-09-10,Business
CUST00260,Alexis Harris,wheelersean@example.net,47,Central,2025-06-12,VIP
CUST00261,Patrick Morales,amberwebster@example.org,25,Central,2023-03-29,Consumer
CUST00262,Cynthia Hendricks DDS,joel28@example.org,44,East,2024-04-23,Business
CUST00263,Justin Vargas,conniesimmons@example.com,38,West,2022-11-16,Consumer
CUST00264,Mason James,heather62@example.com,27,West,2024-03-01,Consumer
CUST00265,Kara Atkinson,meredith27@example.org,45,North,2024-11-22,Consumer
CUST00266,Kristin Anderson,jonathanrivera@example.org,55,Central,2026-04-21,VIP
CUST00267,Anna Hardy,brettbennett@example.net,40,West,2025-01-19,Consumer
CUST00268,Chelsea Gill,timothybooth@example.com,40,North,2023-11-17,VIP
CUST00269,Christy Lee,burgesskaren@example.org,48,South,2025-06-01,Consumer
CUST00270,Jennifer Allen,kimberly67@example.net,25,East,2025-03-26,VIP
CUST00271,Ian Andrade,ugarcia@example.com,53,Central,2025-09-03,VIP
CUST00272,Dale Edwards,hartjeffrey@example.org,56,East,2022-10-03,Consumer
CUST00273,Lauren Cortez,elijah53@example.com,37,East,2024-12-03,Consumer
CUST00274,Juan Harding,,54,West,2024-01-06,Consumer
CUST00275,Katherine Cummings,umurray@example.com,19,North,2023-05-10,VIP
CUST00276,Katherine Stark,warrenmary@example.org,39,South,2026-05-24,Consumer
CUST00277,Pamela Gutierrez,carloshernandez@example.org,54,Central,2024-09-02,Consumer
CUST00278,Luke Estrada,bhopkins@example.org,66,Central,2024-10-10,Consumer
CUST00279,Alan Bowen,andre62@example.org,60,West,2026-04-15,Business
CUST00280,Daisy Harvey,lisa46@example.org,31,Central,2024-02-25,Consumer
CUST00281,Karl Branch,kevinclayton@example.org,61,Central,2025-04-02,Business
CUST00282,Olivia Davis,ebennett@example.org,32,West,2025-03-09,VIP
CUST00283,Angela Bruce,,31,South,2025-03-20,Consumer
CUST00284,William Dickson,hallrachel@example.net,49,West,2026-03-03,Consumer
CUST00285,Anthony Jones,rachel90@example.org,32,Central,2026-05-01,VIP
CUST00286,Tyrone Matthews,thickman@example.org,22,West,2024-11-25,Consumer
CUST00287,Sarah Rhodes,patrick21@example.net,22,East,2025-08-11,VIP
CUST00288,Brent Hall,petersonkayla@example.net,58,West,2024-03-30,Consumer
CUST00289,Alyssa Nelson,whenry@example.net,,East,2026-05-18,Consumer
CUST00290,Michael Guerrero,bartonkenneth@example.org,71,East,2025-06-26,Consumer
CUST00291,Christian Dawson,jodistewart@example.org,45,Central,2023-01-18,Business
CUST00292,Jill Juarez,andersonjacob@example.com,37,East,2024-11-15,Consumer
CUST00293,Ashley Davis,carlsonkristen@example.com,50,North,2022-09-27,VIP
CUST00294,Richard Hardy,ashleyjackson@example.com,40,East,2023-05-10,Consumer
CUST00295,Derrick Thomas,ryanfisher@example.com,30,South,2025-10-03,VIP
CUST00296,Tony Le,mwheeler@example.com,22,South,2023-02-10,Business
CUST00297,Travis Cook,vbrock@example.com,55,West,2024-01-02,VIP
CUST00298,Shannon Mccann,kevinmorrison@example.net,38,East,2023-06-24,Consumer
CUST00299,Vincent Novak,jessica79@example.org,58,East,2023-12-20,Consumer
CUST00300,Richard Diaz,brittanygardner@example.net,22,East,2025-09-12,Business
CUST00301,Nicholas Hahn,samuelcarter@example.net,,East,2022-12-17,Consumer
CUST00302,Rebecca Chambers,cynthiaallen@example.net,23,Central,2023-04-18,VIP
CUST00303,James Cole,iaguilar@example.net,53,North,2026-04-23,Business
CUST00304,Jennifer Johnson,jacqueline89@example.net,30,East,2026-04-10,VIP
CUST00305,David Ortega,deborahwilliams@example.net,21,West,2025-05-06,Consumer
CUST00306,Paul Sheppard,grodriguez@example.com,63,North,2023-07-24,VIP
CUST00307,Kristin Watts,seanmyers@example.net,,West,2024-12-30,Business
CUST00308,Haley Johnson,phillipssamantha@example.org,41,East,2023-02-23,Consumer
CUST00309,Brenda Collins,hmueller@example.com,61,Central,2024-01-21,Consumer
CUST00310,Nathan Chavez,evanslisa@example.org,22,East,2022-10-12,Consumer
CUST00311,Brian Marsh,zacharyarnold@example.com,34,Central,2024-11-19,Consumer
CUST00312,Crystal Sullivan,jacobsandoval@example.com,27,East,2022-10-21,Consumer
CUST00313,Christina Vargas,nsmith@example.org,43,South,2023-10-13,VIP
CUST00314,Rebecca Ray,michaelgonzalez@example.org,53,West,2023-09-20,Consumer
CUST00315,Kelsey Fowler,lcarr@example.org,71,Central,2024-01-20,Consumer
CUST00316,Lisa Cervantes,samantha91@example.net,41,North,2023-03-20,Consumer
CUST00317,Eric White,williambarnes@example.org,39,West,2024-12-10,Consumer
CUST00318,John Medina,angelaburns@example.org,22,East,2023-06-04,Consumer
CUST00319,Lisa Glenn,washingtonjames@example.com,65,Central,2026-06-20,Consumer
CUST00320,Kathleen Cohen,cmckinney@example.com,57,South,2023-05-07,VIP
CUST00321,Rebecca Walker,hillamanda@example.org,71,Central,2025-10-01,Consumer
CUST00322,Patricia Simpson,armstrongjoseph@example.net,,East,2025-12-01,Consumer
CUST00323,Rodney Williams,bpayne@example.org,66,West,2025-07-29,Consumer
CUST00324,Danielle Golden,colemichael@example.org,69,West,2024-05-30,Consumer
CUST00325,Patricia Young PhD,michelle96@example.org,46,West,2025-02-07,Consumer
CUST00326,Robin Trujillo,amanda98@example.org,44,South,2023-12-17,Consumer
CUST00327,Donna Adams,taylorkaren@example.com,34,North,2026-04-16,Business
CUST00328,Sharon Martinez DVM,dustinmorris@example.org,24,Central,2025-09-03,Consumer
CUST00329,Katherine Ray,courtney67@example.org,35,West,2025-03-04,VIP
CUST00330,Anna Robertson,heather57@example.com,32,West,2023-12-22,Consumer
CUST00331,Raymond Oconnor,sreid@example.com,43,Central,2026-01-08,Consumer
CUST00332,Jennifer Donaldson,troymorris@example.com,41,South,2024-01-06,Consumer
CUST00333,Kylie Washington,patricia00@example.org,63,East,2025-02-22,Consumer
CUST00334,Alexis Noble,scottsmith@example.com,71,West,2023-06-26,Consumer
CUST00335,Bonnie Santos,nancymcdowell@example.org,57,North,2025-04-03,Consumer
CUST00336,Jacob Mckee,,27,Central,2023-05-04,VIP
CUST00337,Eric Lyons,rubendavis@example.org,36,South,2022-09-11,Consumer
CUST00338,Casey Perez,ssmith@example.com,58,Central,2025-11-22,Business
CUST00339,Jennifer Anderson MD,zdavis@example.org,49,Central,2023-02-04,VIP
CUST00340,Edwin Reyes,,33,South,2025-11-16,Consumer
CUST00341,Margaret Byrd,morenoalan@example.net,33,Central,2023-05-02,Business
CUST00342,Daniel Goodman,cjensen@example.org,51,East,2023-01-12,Consumer
CUST00343,Paul Lawrence,bbell@example.com,68,Central,2025-10-16,VIP
CUST00344,Matthew Wright,,20,West,2025-01-17,Consumer
CUST00345,Dominique Pugh,abbottdominique@example.com,,North,2023-06-30,Consumer
CUST00346,Chelsea Myers,bowerslaura@example.org,24,Central,2024-08-18,Consumer
CUST00347,Jonathan Wheeler,hatfieldsarah@example.org,39,South,2024-03-16,Business
CUST00348,Jennifer Payne,kathrynbest@example.org,29,South,2022-10-03,Consumer
CUST00349,Dennis Williams,fryraymond@example.com,20,East,2025-02-25,Consumer
CUST00350,Jennifer Miles,,20,East,2023-01-05,Consumer
CUST00351,Lisa Ramirez,christian32@example.net,52,West,2023-12-21,Consumer
CUST00352,Pamela Santos,,36,East,2025-03-18,Consumer
CUST00353,Jeffrey Ashley,brianmiller@example.com,25,East,2023-02-22,Business
CUST00354,Amy Wade,davidzimmerman@example.net,75,West,2022-09-26,Consumer
